title,unitType,size, Chaoxiang,floor,nianfen,Community,address,unitPrice,price,detail_url
高新区 景麟玖序 南北通透大三房 三开间朝南 厅带阳台 急售,3室2厅2卫,113.12㎡,南,高层(共34层),2022年建造,龙湖景粼玖序,高新区-科学大道-春藤路5号,192万,16974元/㎡,https://zhengzhou.anjuke.com/prop/view/S2989847085769739?auction=221&hpType=27&entry=102&position=43&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_43&from=from_esf_List_screen&index=43
精装修 满五 南北通透 双卫格局 交通便捷 临地铁,3室2厅2卫,137㎡,南北,中层(共26层),2011年建造,正商新蓝钻A区,管城-航海东路-航海东路70号,180万,13139元/㎡,https://zhengzhou.anjuke.com/prop/view/S2841716894673931?auction=221&hpType=27&entry=102&position=44&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_44&from=from_esf_List_screen&index=44
业主急售 金二环 次新小区 人车分流 环境优美,3室2厅1卫,93.08㎡,南北,低层(共32层),2019年建造,阳光城9号院,管城-安徐庄-南台路49号,126万,13537元/㎡,https://zhengzhou.anjuke.com/prop/view/S2611182666162178?auction=221&hpType=27&entry=102&position=45&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_45&from=from_esf_List_screen&index=45
惠济万达旁 万科紫台一期 朝南三房两厅 业主诚售,3室2厅1卫,88.59㎡,南,中层(共26层),2020年建造,万科天伦紫台紫澜苑,惠济-北大学城-大河路，近文化北路,116万,13095元/㎡,https://zhengzhou.anjuke.com/prop/view/S2937776795966477?auction=221&hpType=27&entry=102&position=46&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_46&from=from_esf_List_screen&index=46
南北通透 双卫生间 大户型 改善置业 华润郑州润园 无中介费随时看,3室2厅1卫,100.48㎡,南,NAN,NAN,华润郑州润园,中原-桐柏路-金水西路秦岭路交会处,121万,12043元/㎡,https://zhengzhou.anjuke.com/prop/view/S2611130091826189?auction=221&hpType=27&entry=102&position=47&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_47&from=from_esf_List_screen&index=47
南向采光好 刚需小三居 近地铁 满五 大产权,3室1厅1卫,98.25㎡,南,高层(共11层),2011年建造,中鼎花园,金水-国基路-文化北路36号,107万,10891元/㎡,https://zhengzhou.anjuke.com/prop/view/S2994110045690885?auction=221&hpType=27&entry=102&position=48&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_48&from=from_esf_List_screen&index=48
文博公寓， 旁，低总价三房，双气，三房，南向，户型好，急售,3室2厅1卫,96.2㎡,南,中层(共23层),2010年建造,宇泰文博公寓,金水-花园路-文博东路4号,198万,20583元/㎡,https://zhengzhou.anjuke.com/prop/view/S3013982556906503?auction=221&hpType=27&entry=102&position=49&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_49&from=from_esf_List_screen&index=49
森林公园旁 标准三房 直降15万 2009年社区 看房方便,3室1厅1卫,92㎡,南,低层(共24层),2009年建造,恒升府第,金水-经三路-晨旭路10号,105万,11414元/㎡,https://zhengzhou.anjuke.com/prop/view/S2611107518177290?auction=221&hpType=27&entry=102&position=50&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_50&from=from_esf_List_screen&index=50
厨卫全明 户型方正 大户型 腾威城 来电价格可议,2室2厅1卫,88㎡,南,NAN,NAN,腾威城(新房),管城-郑汴路-郑汴路与英协路交叉口向南300米路东,132万,15000元/㎡,https://zhengzhou.anjuke.com/prop/view/S2610779073469449?auction=221&hpType=27&entry=102&position=51&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_51&from=from_esf_List_screen&index=51
碧桂园天麓 交通便利 满二 临地铁 精装修之前样板间,3室2厅1卫,98.44㎡,南北,低层(共34层),2020年建造,碧桂园天麓,金水-国基路-国基路，近花园路,182万,18489元/㎡,https://zhengzhou.anjuke.com/prop/view/S2897869402774529?auction=221&hpType=27&entry=102&position=52&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_52&from=from_esf_List_screen&index=52
性价比高 天地湾晴苑 小三房 近地铁 带露台,3室2厅1卫,89.43㎡,南,低层(共14层),2016年建造,天地湾晴苑,惠济-英才街-英才街4号,106万,11853元/㎡,https://zhengzhou.anjuke.com/prop/view/S2947485824738308?auction=221&hpType=27&entry=102&position=53&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_53&from=from_esf_List_screen&index=53
急售！升龙天汇7号院 次新人车分流小区 小三室毛坯,3室1厅1卫,89.66㎡,南,低层(共34层),2018年建造,升龙天汇7号院,中原-嵩山北路-农业西路001号,104万,11600元/㎡,https://zhengzhou.anjuke.com/prop/view/S2977636891335687?auction=221&hpType=27&entry=102&position=54&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_54&from=from_esf_List_screen&index=54
多层电梯洋房， 朝凤路，标准南向三居，看房有钥匙,3室2厅1卫,113.3㎡,南,低层(共9层),2012年建造,远大理想城,经开区-远大理想城-经北二路66号,142万,12534元/㎡,https://zhengzhou.anjuke.com/prop/view/S2611098239327232?auction=221&hpType=27&entry=102&position=55&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_55&from=from_esf_List_screen&index=55
南北通透 客餐厅相连 大户型 宏江溢彩年华 欢迎联系看房,3室2厅2卫,117.14㎡,南,NAN,NAN,宏江溢彩年华(新房),金水-农业路-建设西路与牛庄南街交叉口西南150米,127万,10842元/㎡,https://zhengzhou.anjuke.com/prop/view/S3038006974275588?auction=221&hpType=27&entry=102&position=56&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_56&from=from_esf_List_screen&index=56
房源采光好，南北通透，业主诚意出,3室2厅1卫,88.89㎡,南,高层(共34层),2017年建造,升龙天汇广场9号院,中原-五龙口-嵩山北路126号,102万,11475元/㎡,https://zhengzhou.anjuke.com/prop/view/S3022870639553542?auction=221&hpType=27&entry=102&position=57&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_57&from=from_esf_List_screen&index=57
大横厅设计，网红房源，房源采光好，南北通透，业主诚意出,3室2厅2卫,130.98㎡,东,中层(共34层),2021年建造,美景美境(一期),金水-国基路-国基路,220万,16797元/㎡,https://zhengzhou.anjuke.com/prop/view/S3004137914129418?auction=221&hpType=27&entry=102&position=58&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_58&from=from_esf_List_screen&index=58
建业开发，双气，精装修，人车分流，科创中 隔壁，八号线口！,3室2厅1卫,89.53㎡,南北,低层(共30层),2018年建造,五龙新城香堤园,中原-五龙口-漳河路19号,105万,11728元/㎡,https://zhengzhou.anjuke.com/prop/view/S2964780328756235?auction=221&hpType=27&entry=102&position=59&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_59&from=from_esf_List_screen&index=59
南北通透 私密性好 大户型 装修交付 万科大都会 考虑可私聊,3室2厅1卫,95㎡,南,NAN,NAN,万科大都会,二七-大学南路-大学南路与南四环交汇处南200米东南,105万,11053元/㎡,https://zhengzhou.anjuke.com/prop/view/S2610800575912971?auction=221&hpType=27&entry=102&position=60&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_60&from=from_esf_List_screen&index=60
郑大旁 低楼层 适合老人 采光很好 看房方便,3室2厅1卫,87.62㎡,南,低层(共34层),2018年建造,朗悦公园道1号誉园,高新区-科学大道-枫杨街29号,137万,15636元/㎡,https://zhengzhou.anjuke.com/prop/view/S2610780257360911?auction=221&hpType=27&entry=102&position=61&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_61&from=from_esf_List_screen&index=61
恒大绿洲 ，婚房装修紧缺三房，位置好低于市场价，无遮挡急售,3室2厅2卫,125㎡,南,高层(共33层),2016年建造,恒大绿洲(二期),经开区-第八大街-经开第六大街73号,203万,16240元/㎡,https://zhengzhou.anjuke.com/prop/view/S3059238483715073?auction=221&hpType=27&entry=102&position=62&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_62&from=from_esf_List_screen&index=62
送车位 急售 中间楼层 看房有钥匙 价格可谈 有本产权清晰,4室2厅2卫,118.52㎡,南,中层(共34层),2022年建造,朗悦公园府悦棠苑,高新区-科学大道-合欢街51号,200万,16875元/㎡,https://zhengzhou.anjuke.com/prop/view/S3060597764135936?auction=221&hpType=27&entry=102&position=63&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_63&from=from_esf_List_screen&index=63
厨卫全明 私密性好 大户型 装修交付 万科大都会 考虑可私聊,3室2厅1卫,99㎡,南,NAN,NAN,万科大都会,二七-大学南路-大学南路与南四环交汇处南200米东南,97万,9798元/㎡,https://zhengzhou.anjuke.com/prop/view/S2803272854903813?auction=221&hpType=27&entry=102&position=64&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_64&from=from_esf_List_screen&index=64
（必看好房）！ 风和日丽！ 全天采光！ 保真,3室2厅1卫,89.81㎡,南,高层(共34层),2014年建造,风和日丽家园,中原-五龙口-煤仓北路16号,101万,11246元/㎡,https://zhengzhou.anjuke.com/prop/view/S2981643815576583?auction=221&hpType=27&entry=102&position=65&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_65&from=from_esf_List_screen&index=65
房源采光好，南北通透，业主诚意出,3室2厅1卫,89㎡,南,共5层,2010年建造,普罗旺世塞纳维斯,金水-索凌路-国基路，近索凌路,150万,16854元/㎡,https://zhengzhou.anjuke.com/prop/view/S3066395132190722?auction=221&hpType=27&entry=102&position=66&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_66&from=from_esf_List_screen&index=66
业主急售急售 邻近地铁口 采光好 价格可谈,3室2厅1卫,97㎡,南,高层(共26层),2012年建造,华林都市家园,金水-南阳路-南阳路242号,118万,12165元/㎡,https://zhengzhou.anjuke.com/prop/view/S3005739594998798?auction=221&hpType=27&entry=102&position=67&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_67&from=from_esf_List_screen&index=67
临四环大三室是120平，房源采光好，南北通透，业主诚意出售,3室2厅2卫,121.53㎡,南,高层(共18层),2020年建造,昌建君悦府,二七-华中片-南四环，近嵩山路,117万,9628元/㎡,https://zhengzhou.anjuke.com/prop/view/S3011191559461896?auction=221&hpType=27&entry=102&position=68&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_68&from=from_esf_List_screen&index=68
双地铁口3.4号线，央企开发！醇熟社区！新品加推！价格可谈！,3室2厅1卫,95㎡,南,NAN,NAN,招商·时代天宸,惠济-省体育中心-三全路与江山路交叉口向东200米,161万,16948元/㎡,https://zhengzhou.anjuke.com/prop/view/S3017376459598855?auction=221&hpType=27&entry=102&position=69&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_69&from=from_esf_List_screen&index=69
房源采光好，南北通透，业主诚意出,3室2厅1卫,98.5㎡,南,中层(共34层),1998年建造,建业香雅园,中原-五龙口-漳河路,136.5万,13858元/㎡,https://zhengzhou.anjuke.com/prop/view/S3031183796677637?auction=221&hpType=27&entry=102&position=70&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_70&from=from_esf_List_screen&index=70
金科城(一期北院) 70年产权 交通便利 停车方便 满二,3室2厅1卫,88㎡,南北,高层(共34层),2019年建造,金科城(一期北院),高新区-科学大道-月桂路21号,161万,18296元/㎡,https://zhengzhou.anjuke.com/prop/view/S2969029444328449?auction=221&hpType=27&entry=102&position=71&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_71&from=from_esf_List_screen&index=71
板楼 带电梯 双卫生间 南北通透 交通便利 商品房 动静分离,3室1厅2卫,126.62㎡,南北,低层(共21层),2011年建造,正商明钻一期,中原-五龙口-电厂路19号,140万,11057元/㎡,https://zhengzhou.anjuke.com/prop/view/S3041354913276931?auction=221&hpType=27&entry=102&position=72&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_72&from=from_esf_List_screen&index=72
厨卫全明 户型方正 大户型 品质好房 保利·大都汇 无中介费随时看,3室2厅1卫,98㎡,南,NAN,NAN,保利·大都汇,金水-金水周边-花园路宏康路交叉口东侧,180万,18368元/㎡,https://zhengzhou.anjuke.com/prop/view/S2611193716203528?auction=221&hpType=27&entry=102&position=73&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_73&from=from_esf_List_screen&index=73
万科龙堂临河光景大三房出售,3室2厅2卫,125.98㎡,东南,高层(共33层),2015年建造,万科美景龙堂,管城-管南片-中州大道，近岔河路,192万,15241元/㎡,https://zhengzhou.anjuke.com/prop/view/S2898110725708814?auction=221&hpType=27&entry=102&position=74&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_74&from=from_esf_List_screen&index=74
降价急售！普罗南北通透三房 双气地暖 送家电 拎包入住,3室2厅1卫,92㎡,南,高层(共6层),2008年建造,普罗旺世佛罗伦斯(东区),金水-国基路-国基路166号,120万,13044元/㎡,https://zhengzhou.anjuke.com/prop/view/S3059753170869259?auction=221&hpType=27&entry=102&position=75&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_75&from=from_esf_List_screen&index=75
管城区 创新街和郑八 走新房手续 现房 可贷款 可公积金,3室2厅2卫,131㎡,南北,高层(共34层),2022年建造,绿都澜湾新苑,管城-管南片-紫荆山南路，近花溪东路,143万,10917元/㎡,https://zhengzhou.anjuke.com/prop/view/S3025905746632708?auction=221&hpType=27&entry=102&position=76&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_76&from=from_esf_List_screen&index=76
和昌澜景 次新小区 地铁6号线小三房 一口价 115万,3室2厅1卫,88.75㎡,南,低层(共30层),2018年建造,和昌澜景,中原-汝河路-汝河路135号,105万,11831元/㎡,https://zhengzhou.anjuke.com/prop/view/S3043663749995527?auction=221&hpType=27&entry=102&position=77&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_77&from=from_esf_List_screen&index=77
南北通透 双卫生间 大户型 装修交付 龙湖熙上 欢迎联系看房,3室2厅2卫,103㎡,南,NAN,NAN,龙湖熙上,管城-安徐庄-金岱路鼎瑞街交叉口地铁4号线姚庄站向西400米,128万,12428元/㎡,https://zhengzhou.anjuke.com/prop/view/S2942094031789059?auction=221&hpType=27&entry=102&position=78&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_78&from=from_esf_List_screen&index=78
升龙又一城(2期) 朝南 楼龄新 交通便利 车位充足 带电梯,3室2厅1卫,91㎡,南,低层(共32层),2015年建造,升龙又一城(2期),高新区-科学大道-科学大道89号,86万,9451元/㎡,https://zhengzhou.anjuke.com/prop/view/S2701549867230211?auction=221&hpType=27&entry=102&position=79&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_79&from=from_esf_List_screen&index=79
看过来 看过来 紫荆华庭百平三房 很便宜 地铁口 人车分流,3室2厅1卫,100.3㎡,南,低层(共34层),2017年建造,绿都紫荆华庭雅园,管城-管南片-贺江路15号,131万,13061元/㎡,https://zhengzhou.anjuke.com/prop/view/S3045550983045131?auction=221&hpType=27&entry=102&position=80&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_80&from=from_esf_List_screen&index=80
管南片 融创城 次新小区 通透采光好 产权清晰,3室2厅1卫,94㎡,南,低层(共34层),2023年建造,融创城融馨园,管城-管南片-明月路,107万,11383元/㎡,https://zhengzhou.anjuke.com/prop/view/S3017080860220420?auction=221&hpType=27&entry=102&position=81&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_81&from=from_esf_List_screen&index=81
厨卫全明 主卧套房 小户型 低总价 佳源·名门橙邦 来电价格可议,3室2厅1卫,88.53㎡,南,NAN,NAN,佳源·名门橙邦,二七-二七周边-大学路与长江路交会处东北角,124万,14007元/㎡,https://zhengzhou.anjuke.com/prop/view/S2610988945497089?auction=221&hpType=27&entry=102&position=82&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_82&from=from_esf_List_screen&index=82
洋房133平196万 业主赔钱56万，单价14700急卖,3室2厅2卫,133㎡,南,中层(共6层),2018年建造,绿地澜庭(一期),经开区-滨河新区-经开第十八大街,195万,14662元/㎡,https://zhengzhou.anjuke.com/prop/view/S3041143033682948?auction=221&hpType=27&entry=102&position=83&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_83&from=from_esf_List_screen&index=83
丰乐奥体公馆 刚需小三居 次新小区 近地铁 诚信出售 单价低,3室2厅1卫,89.69㎡,南北,中层(共26层),2019年建造,丰乐奥体公馆,惠济-北大学城-三全路,130万,14495元/㎡,https://zhengzhou.anjuke.com/prop/view/S2770958517558276?auction=221&hpType=27&entry=102&position=84&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_84&from=from_esf_List_screen&index=84
锦艺金水湾观源苑 小三居 近地铁 出行方便 板楼 正规商品房,3室2厅1卫,87㎡,南,低层(共34层),2018年建造,锦艺金水湾观源苑,金水-三全路-贾鲁河北路36号,131万,15058元/㎡,https://zhengzhou.anjuke.com/prop/view/S2712509515045903?auction=221&hpType=27&entry=102&position=85&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_85&from=from_esf_List_screen&index=85
南北通透 主卧套房 小户型 低总价 佳源·名门橙邦 来电价格可议,3室2厅1卫,83㎡,南,NAN,NAN,佳源·名门橙邦,二七-二七周边-大学路与长江路交会处东北角,116万,13976元/㎡,https://zhengzhou.anjuke.com/prop/view/S2621790082342926?auction=221&hpType=27&entry=102&position=86&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_86&from=from_esf_List_screen&index=86
